nombre_empresa,rut,confianza_rut,telefono,email,instagram,facebook,tiktok,otras_redes,rubro,comuna,region,direccion,tiene_sitio_web,confianza_overture,fuente
Odontología y Estetica Facial GG,77.245.217-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944447083,gpgomezhernandez93@gmail.com,,https://www.facebook.com/106829831356666,,,dental clinic,Punta Arenas,,Calle Padre de Agostini 0636,no,0.767,https://explore.overturemaps.org/#634d7673-755a-4345-aabe-625ef5482d4c
Real Motors,77.588.786-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56962880040,realmotors_2018@live.cl,,https://www.facebook.com/340365906463987,,,machine shop,Punta Arenas,,Plaza centenario 119,no,0.706,https://explore.overturemaps.org/#f4d95359-c557-442a-9bd3-7d7405c617cc
Ciara Chile,77.124.707-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56935317824,ciaracalzadoschile@gmail.com,,https://www.facebook.com/123011824994992,,,shoe store,Punta Arenas,,Calle Sampaio 692,no,0.964,https://explore.overturemaps.org/#7c02bb2a-a513-464c-9f3b-408987863dae
FULLMED,77.339.858-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56993150156,fullmedpuq@gmail.com,,https://www.facebook.com/1635421410064655,,,medical supply store,Punta Arenas,,Calle Chiloé 294,no,0.254,https://explore.overturemaps.org/#53f9352b-c66f-4006-90c5-1e9c89854374
Penguin Play & Bites,78.164.082-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56950949556,penguinplaybites@gmail.com,,https://www.facebook.com/857319867466440,,,restaurant,Punta Arenas,,Calle Armando Sanhueza 191,no,0.272,https://explore.overturemaps.org/#ea6390b2-02db-4cac-936f-3dbb54269889
ST Servitrucks,76.975.312-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56989759019,stservitrucksspa@gmail.com,,https://www.facebook.com/588519088250881,,,car wash,Punta Arenas,,Calle Gabriela Mistral 355,no,0.883,https://explore.overturemaps.org/#d312eb51-0fde-4174-ae86-a8cb3478706c
Casa Jelva,78.367.111-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56953401880,casajelva@gmail.com,,https://www.facebook.com/905560665981218,,,restaurant,Punta Arenas,,Calle Croacia 1007,no,0.508,https://explore.overturemaps.org/#420d9eee-995f-4869-a416-422a6b50cdd2
La Gloriosa,77.178.735-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56968728389,gerencia@lagloriosaspa.cl,,https://www.facebook.com/103191991824833,,,convenience store,Punta Arenas,,Calle Presidente Jorge Montt 654,no,0.545,https://explore.overturemaps.org/#0b5591e7-52a3-4208-82be-9fe7f1065af7
Globogonia,77.017.563-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56985907616,globogonia@gmail.com,,https://www.facebook.com/541462839317868,,,park,Punta Arenas,,Calle Quillota 815,no,0.8,https://explore.overturemaps.org/#1d5b74f0-019d-44a1-9946-b9b6a9dc3e57
Enrique Abello Salud,77.771.543-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56222610960,enriqueabellosalud@gmail.com,,https://www.facebook.com/1075728382280662,,,outpatient care facility,Punta Arenas,,Calle Enrique Abello 0292,no,0.328,https://explore.overturemaps.org/#fc0d5edd-f2cc-4dd8-80a8-9daa039396a7
Movimiento NA,77.505.692-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56986883524,movna2020@gmail.com,,https://www.facebook.com/1443750292595164,,,gym,Punta Arenas,,Calle Maipú 1039,no,0.98,https://explore.overturemaps.org/#97a7fb1d-8c7e-4b8f-83a0-1e9ae55b75b5
LM Makers,78.195.647-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56993398820,lmconfeccion@gmail.com,,https://www.facebook.com/728577250334613,,,sportswear store,Punta Arenas,,Calle Caupolicán 143,no,0.803,https://explore.overturemaps.org/#e4c0a37a-d5d5-4607-98db-5e1b411d7873
Maestranza Patagonia Service,77.126.027-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56966701545,eladiomillar33@gmail.com,,https://www.facebook.com/728591293673509,,,building or construction service,Punta Arenas,,62,no,0.234,https://explore.overturemaps.org/#84dffe01-281f-4a12-b439-e943eb8867d4
Soldaduras Magallanes,77.181.782-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56957539919,soldadurasmag@gmail.com,,https://www.facebook.com/999125223555765,,,contractor,Punta Arenas,,Julia Garay Guerra 217,no,0.63,https://explore.overturemaps.org/#33970887-d2d6-409a-8f3e-1f51da392be7
La Belle Puq,77.334.281-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56947147946,labellepuq@gmail.com,,https://www.facebook.com/187239828532530,,,beauty salon,Punta Arenas,,Calle Suiza 01562,no,0.592,https://explore.overturemaps.org/#79401b1a-9d7d-407a-a9b7-5cac0b72f76f
Austral,77.117.296-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56991798156,centrodebateoaustral2022@gmail.com,,https://www.facebook.com/102596725800732,,,sport or fitness facility,Punta Arenas,,centro comercial zona franca,no,0.598,https://explore.overturemaps.org/#776963b1-b091-493b-8b7c-006e714f1464
Gomeria Patagonia,78.313.832-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56975862634,gomeriapatagonia@gmail.com,,https://www.facebook.com/104541561316961,,,tire dealer and repair,Punta Arenas,,,no,0.468,https://explore.overturemaps.org/#e664d762-c483-463f-9e37-4bc084bcab90
Bistró del Sur,77.873.144-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56965800231,sursur.turismo@gmail.com,,https://www.facebook.com/111788915122050,,,restaurant,Cabo de Hornos,,"Centro comercial plaza Abuelo Felipe - Uspashum 144, Puerto Williams",no,0.886,https://explore.overturemaps.org/#3dfcd7ec-a588-410b-877e-ed721c410ad5
Orillas del traruñe,77.555.785-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56959045099,orillasdeltrarune@gmail.com,,https://www.facebook.com/110014617498937,,,dog trainer,Molina,,"Molina, Camino pedregoso s/n",no,0.625,https://explore.overturemaps.org/#2f3c9c5c-bdeb-483f-a3be-4e830602cc55
Queseria Artesanal Don Nelson,77.109.746-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56979799412,quesosdonnelson@gmail.com,,https://www.facebook.com/887693684633290,,,cheese shop,Curicó,,"km 6.1, Los Castaños",no,0.896,https://explore.overturemaps.org/#a53f95d6-5209-4e66-ab7d-4f7676a169ce
Garage Zapallar,77.682.859-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944558230,garagezapallar@gmail.com,,https://www.facebook.com/270275008162050,,,automotive repair,Curicó,,"Camino a zapallar, km 4",no,0.943,https://explore.overturemaps.org/#75881bed-4c38-479e-aec7-da94fc164e7a
KATEMI,78.071.458-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56967135179,katemi.romeral@gmail.com,,https://www.facebook.com/1132620029927480,,,bakery,Romeral,,Avenida Libertad 750a,no,0.24,https://explore.overturemaps.org/#39087a4b-532f-4cae-ac68-4a6b7e9a4441
Ferretería Sigue Adelante,77.900.411-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56978285506,arielemorenoval@gmail.com,,https://www.facebook.com/263632376839289,,,hardware store,Curicó,,Avenida Rauquen 808 Sarmiento Curicó,no,0.566,https://explore.overturemaps.org/#03bbe4f1-d042-4917-82d9-a7fc823155b5
Jugantia,77.589.937-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56936513298,jugantia@gmail.com,,https://www.facebook.com/434034156450913,,,book magazine distribution,Curicó,,Avenida Circunvalación 1698,no,0.255,https://explore.overturemaps.org/#373dd11c-958c-4049-b686-8d76e2053dce
UOC Extintores Spa,77.114.363-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56966453527,uoc.consultores@gmail.com,,https://www.facebook.com/1825008427556836,,,fire protection service,Curicó,,Calle Dos 1666,no,0.322,https://explore.overturemaps.org/#46f8931a-a6af-434d-be97-3fb535b4c662
Clinica Veterinaria Pets Friends,77.496.934-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56953340068,cv.petsfriends@gmail.com,,https://www.facebook.com/108202618455960,,,veterinarian,Curicó,,Roma 2742,no,0.876,https://explore.overturemaps.org/#ab514c67-3437-4923-b65c-865657d930e4
El PAISA,77.950.357-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56922103836,valeskafuentes22@gmail.com,,https://www.facebook.com/313920892646270,,,restaurant,Curicó,,"sarmiento, avenida sarmiento 1352\n",no,0.672,https://explore.overturemaps.org/#66f7177a-6cd4-4a0d-b5b1-f72f9f812b62
Vidal Machine Spa,78.215.138-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56948471226,vidal2100kari@gmail.com,,https://www.facebook.com/981725845016107,,,professional service,Curicó,,Las Garzas 143,no,0.228,https://explore.overturemaps.org/#d37539df-c5d5-4be6-bc06-36d6e8b45a38
Maestranza Fermec Spa,78.109.881-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56941833356,proyectos@fermec.cl,,https://www.facebook.com/1145226782003473,,,metal fabricator,Teno,,Avenida Lautaro 18,no,0.289,https://explore.overturemaps.org/#9951a47b-8718-421a-8996-c2ac571c78c0
Il Marcelino Foodie,77.400.278-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56963727681,pizzasromeral@gmail.com,,https://www.facebook.com/225566194559451,,,pizza restaurant,Romeral,,Pasaje Juan Esteban Montero 1482 - Romeral,no,0.828,https://explore.overturemaps.org/#286d06cf-5072-4d4f-bebd-52d08078f25e
Mundo Mascotas Romeral,78.018.938-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56995888398,matiascubillo437@gmail.com,,https://www.facebook.com/1223100644209028,,,shopping,Romeral,,Pje. Juan Esteban Montero 1494,no,0.289,https://explore.overturemaps.org/#45775df9-4317-4f49-b8c6-0494ac0bd9b3
Gabriel Godoy Funerarias SPA,77.147.817-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56995618014,gabrielgodoyingeniero@gmail.com,,https://www.facebook.com/668354729689138,,,funeral service,Romeral,,Av. C. nueva 1493,no,0.327,https://explore.overturemaps.org/#37a872b5-62b3-424d-a546-d4480827ad14
Ferretería Don Hector e Hijos,78.217.376-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56992643849,ferreteriadonhectorehijos@gmail.com,,https://www.facebook.com/101568251575844,,,hardware store,Chimbarongo,,I-85-J,no,0.879,https://explore.overturemaps.org/#df6c7c26-29c3-4376-9ba9-70cffc54ba18
Celu System SpA,77.261.211-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56993105820,ventascelusystem@gmail.com,,https://www.facebook.com/105756648187239,,,mobile phone store,San Fernando,,"Abcdin, Calle Manuel Rodríguez 995",no,0.575,https://explore.overturemaps.org/#034b9ed4-ba78-40cc-8811-83abf56d5748
Cafeterìa il TIRAMISÙ y mas,78.133.832-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56933634037,tiramisuymas@gmail.com,,https://www.facebook.com/774789325706981,,,coffee shop,San Fernando,,Calle España 868,no,0.354,https://explore.overturemaps.org/#9365d3ea-d1c3-41c5-862e-ab5e8551fc35
Casa Club,77.837.457-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56983578266,casaclubsanfdo@gmail.com,,https://www.facebook.com/208747462325728,,,music venue,San Fernando,,Calle Membrillar 753,no,0.73,https://explore.overturemaps.org/#92b8e0d3-bb49-4ebd-b0c7-28036727a12a
sistec seguridad privada,78.272.419-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942822496,sistecseguridadprivada@gmail.com,,https://www.facebook.com/986047874592796,,,occupational safety,San Fernando,,Calle Argomedo 783,no,0.261,https://explore.overturemaps.org/#f7ed9263-78ff-4546-90f2-b2b175cbe27d
Rumba Pa Ti,77.012.819-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56937132703,santinorumba@gmail.com,,https://www.facebook.com/2316661255321618,,,salsa club,San Fernando,,Calle Chillán 825,no,0.725,https://explore.overturemaps.org/#e35c0c6e-8570-4699-84a9-e248fd24ee93
Ganadera salinas,77.587.804-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56953719003,c.ganaderasalinas@gmail.com,,https://www.facebook.com/103441179067546,,,butcher shop,San Fernando,,Avenida Manso de Velasco 1009,no,0.903,https://explore.overturemaps.org/#80a55774-d300-4555-bb84-23ab585fb3b3
Comercial Hidra-Maq,77.623.407-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944762532,flexibleshidramaq@gmail.com,,https://www.facebook.com/123941457357913,,,industrial equipment manufacturer,San Fernando,,Avenida Bernardo O'Higgins 1059,no,0.449,https://explore.overturemaps.org/#963b3565-e0a1-4882-9926-71a8d0392c0a
Yaribikes,77.603.798-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56989700104,yaribikes17@gmail.com,,https://www.facebook.com/111611988395822,,,bike repair maintenance,San Fernando,,JARDINES DE RUCATALCA - PASAJE PALMILLA 075,no,0.629,https://explore.overturemaps.org/#4ca05b20-0ddc-4e26-b322-c5e6090219c1
Estudio Crokea,77.809.778-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942612057,estudiocrokea@gmail.com,,https://www.facebook.com/854919334589132,,,graphic designer,San Fernando,,Calle España 467,no,0.89,https://explore.overturemaps.org/#3896a8a6-84e9-45ff-8510-7ef923e11618
Tiendita kapaijo,77.537.364-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56946706349,eduprevencion.1984@gmail.com,,https://www.facebook.com/358230000716100,,,shopping,San Fernando,,Calle Las Camelias 287,no,0.278,https://explore.overturemaps.org/#6ce0debb-d5d0-4f04-8ec0-79da679db438
Botoby,77.603.349-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56984980935,botobyalimentosdemascotas@gmail.com,,https://www.facebook.com/100623734979141,,,pet store,San Fernando,,Calle Cancha Rayada 753,no,0.583,https://explore.overturemaps.org/#cfba6440-e383-4400-9ec9-9f0394b2a516
Botilleria 50&50,77.195.043-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56920719757,50y50botilleria@gmail.com,,https://www.facebook.com/575074239828161,,,liquor store,San Fernando,,Calle Manuel Rodríguez 458,no,0.772,https://explore.overturemaps.org/#deeb72fe-d2ba-4e62-b33e-923b7be807ef
Funeraria Huellas Eternas,78.338.841-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56956917920,huellaseternasfuneraria@gmail.com,,https://www.facebook.com/1008621788994453,,,funeral service,Chimbarongo,,Calle Miraflores 1096,no,0.341,https://explore.overturemaps.org/#bd78f2d0-b723-495d-8420-d724fa1f29af
Sanz Barberia,78.055.959-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56975242029,deimarsanzjavier01@gmail.com,,https://www.facebook.com/102119691530164,,,barber,Chimbarongo,,Javiera Carera #347,no,0.662,https://explore.overturemaps.org/#a3a5ae6f-1184-492c-b59c-ad32c04319ef
Café del otro lado,77.520.396-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56997007264,hola@cafedelotrolado.com,,https://www.facebook.com/102830425760219,,,coffee shop,Chimbarongo,,Avenida Pisagua 107,no,0.236,https://explore.overturemaps.org/#ea08ddae-7146-48f3-b673-2c6b0fe51d51
Pizza JoOs,78.354.391-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944507264,pizzajoos@gmail.com,,https://www.facebook.com/107307707756118,,,pizza restaurant,Chimbarongo,,Calle Blanco Encalada 151,no,0.461,https://explore.overturemaps.org/#6f2107ea-05eb-4e17-816d-695d93e6d8a6
Diseño Real,77.230.439-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56956302295,disenorealspa@gmail.com,,https://www.facebook.com/106282957458496,,,graphic designer,Chimbarongo,,,no,0.133,https://explore.overturemaps.org/#d7fac161-287e-4ce2-a79a-3d1ca358ac5b
Fuente Correa,78.298.549-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56976156382,javieragallinato@gmail.com,,https://www.facebook.com/1112022558924463,,,fast food restaurant,Chimbarongo,,"Panamericana Sur Km 156, Ruta 5 Poniente",no,0.975,https://explore.overturemaps.org/#e3c723c7-0afa-4472-8a80-84ed734f7d44
Funeraria Gabriel Díaz,77.109.591-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942909040,funerariagabrieldiaz@gmail.com,,https://www.facebook.com/2177613942554123,,,funeral service,Placilla,,Calle Carranza 971,no,0.938,https://explore.overturemaps.org/#8ad0a5c5-bf09-4d76-b66b-e73266a5e5bd
Tecnia,77.374.164-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56989018287,tecnia@live.cl,,https://www.facebook.com/105687081769940,,,appliance store,Nancagua,,Avenida Armando Jaramillo 254,no,0.561,https://explore.overturemaps.org/#6dfe373d-3ff1-4030-b280-ddb385d8bf70
Punto Electric SpA,77.791.279-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56975539125,contactopuntoelectric@gmail.com,,https://www.facebook.com/102384885623074,,,electrician,Peumo,,Calle Walker Martínez 241,no,0.394,https://explore.overturemaps.org/#8a1d8b1b-a099-4c95-879c-579a938c060a
Centro Medico San Gabriel,77.717.505-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56722561155,centromedicosangabriel8@hotmail.com,,https://www.facebook.com/1471345146441071,,,outpatient care facility,Peumo,,n Juan de Dios n° 8,no,0.988,https://explore.overturemaps.org/#cde70273-09c0-48ec-92fa-5e374ea183b7
Clínica La Cruz,77.032.919-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56722561337,clinicalacruzpeumo@gmail.com,,https://www.facebook.com/238110549722317,,,hospital,Peumo,,Calle Walker Martínez 380,no,0.984,https://explore.overturemaps.org/#c6aa4873-9470-40fc-9fd6-ee44adc5e089
Rocar Coltauco,77.874.679-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56995225869,rocar.repuestos.coltauco@gmail.com,,https://www.facebook.com/552367411811061,,,auto company,Coltauco,,Avenida Monseñor Lecaros 17,no,0.89,https://explore.overturemaps.org/#f570e3a5-bc54-4a94-9ee7-111de19d04a2
El Moli e Hijos SPA,77.666.364-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56948145030,elmoliehijos@gmail.com,,https://www.facebook.com/390048547528658,,,hardware store,Coltauco,,"Calle República de Chile 340, 3000000 Coltauco, Libertador Gral. Bernardo O'Higgins, Chile",no,0.761,https://explore.overturemaps.org/#baa6c4af-dbd9-4e2f-89b4-480bdf7ca5a4
KenyTelas,78.382.049-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56954180646,kenysoto@gmail.com,,https://www.facebook.com/117963370329308,,,,Coltauco,,Calle Arturo Prat 261,no,0.427,https://explore.overturemaps.org/#fba1f488-d05e-49a5-a294-da79b6ef150d
The Paradise Foodtruck,77.642.039-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56995066652,theparadise.foodtruck@gmail.com,,https://www.facebook.com/105048768137865,,,fast food restaurant,Coltauco,,Paradero SEXTUR,no,0.775,https://explore.overturemaps.org/#154e4632-54fa-422e-a7bb-db88b8554882
Lassen Haus,78.011.922-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56930904438,ventas@lassenhaus.cl,,https://www.facebook.com/1082560448447831,,,,Paine,,"Comuna de Paine - Condominio El Castaño, Parcela 7, Paine Sitio 24, Camino a Rangue, Paine Pintue, parcela 8, lote A1",no,0.885,https://explore.overturemaps.org/#5608f362-783c-4c7d-9c8d-24cccf31ef95
Pollos Asados MK,77.970.625-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56975586657,jofasama@icloud.com,,https://www.facebook.com/113136714964776,,,chicken restaurant,Coinco,,Plaza de,no,0.396,https://explore.overturemaps.org/#0a57c958-35a1-4185-a353-1335557d25f7
Hostal Anita,76.963.823-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56950603669,anaguilera62@gmail.com,,https://www.facebook.com/110082633909294,,,hostel,Rengo,,el Cristo - Camarico,no,0.544,https://explore.overturemaps.org/#0ffb8472-2f19-428f-a8f0-02ca9149e13c
Lavanderia Bioclean SPA,77.489.095-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56965079915,beaurzua09@gmail.com,,https://www.facebook.com/115104134414004,,,laundromat,Rengo,,jose tomas valencia local 42 A rengo,no,0.624,https://explore.overturemaps.org/#ad3d341d-0b28-44ed-8c92-49680fbd3247
Kinefam,76.971.786-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56974289032,victor.osorio.riquelme.1991@gmail.com,,https://www.facebook.com/533082707142475,,,physical therapy,Rengo,,Arturo Prat 659,no,0.748,https://explore.overturemaps.org/#4dd102b5-3744-4072-a5c3-0a3730935888
Valenty Salon y Barberia,77.356.266-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961968131,valentysalon@gmail.com,,https://www.facebook.com/101600409116634,,,beauty salon,Rengo,,Urriola 80B,no,0.877,https://explore.overturemaps.org/#a98906e4-a374-4259-8308-0716bb79f433
Classic Cut,77.300.082-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56992553762,barberiaclassiccut@gmail.com,,https://www.facebook.com/464843386702899,,,barber,Rengo,,Arturo Prat 140,no,0.742,https://explore.overturemaps.org/#32ca5cbf-484c-415c-8d14-d7286c6d0e74
Margaret Stylo,77.528.079-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56954061452,margaritacecihernandez@gmail.com,,https://www.facebook.com/102754245205654,,,home goods store,Rengo,,Pje. Elicura 418,no,0.523,https://explore.overturemaps.org/#f1064482-8662-4a53-bc44-5a44340bfde0
Comercial Huáscar,77.577.086-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56950803898,elhuascarrengo@gmail.com,,https://www.facebook.com/121191904247327,,,hardware store,Rengo,,Calle E. Riquelme 889,no,0.642,https://explore.overturemaps.org/#e9c3f0f2-b878-4903-b04c-02992fd68f3b
Almacén El Rústico,77.916.928-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56951524792,arriegadahector1724@gmail.com,,https://www.facebook.com/263411906856258,,,grocery store,Rengo,,"Calle Antonio Varas S/N, Popeta. Rengo",no,0.605,https://explore.overturemaps.org/#82ac7f0e-21c2-4b9f-a842-044ad267b5d4
Centro Alto Machali,77.062.062-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56949915491,citas@centroaltomachali.cl,,https://www.facebook.com/308327969879256,,,cosmetic dentistry,Machalí,,Camino Las Rosas 22,no,0.944,https://explore.overturemaps.org/#53879751-66d9-4fbd-ad94-18ef0f6b5ca4
Comercial Jasama,77.788.468-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56985080352,ventasjasama@gmail.com,,https://www.facebook.com/105548741297430,,,home goods store,Machalí,,Avenida San Juan 557,no,0.897,https://explore.overturemaps.org/#4e62c8b0-7dfa-4665-9a9d-af687d065d1b
Aldea Concept,77.730.788-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56951397187,aldeaconceptstore@gmail.com,,https://www.facebook.com/122907707370184,,,fashion and apparel store,Machalí,,Avenida San Juan 11,no,0.811,https://explore.overturemaps.org/#651653d1-1097-4157-a66f-d7fede51993b
Laser Machali,77.880.493-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56928100854,laserclinicmachali@gmail.com,,https://www.facebook.com/181080018429865,,,,Machalí,,Calle del Pucará 60,no,0.639,https://explore.overturemaps.org/#9c3ba128-4575-4ef9-96cf-3ec04bf5d9a9
Comercializadora EcoTerra,77.739.483-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56977940058,ecoterravg@gmail.com,,https://www.facebook.com/111301070447036,,,,Rancagua,,Avenida Miguel Ramírez 1089,no,0.501,https://explore.overturemaps.org/#2d02fe1a-85c2-472a-bcfb-a3bb0bb5ea7c
Paz yoga y pilates,78.400.834-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56987644905,mapaz.zugyoga@gmail.com,,https://www.facebook.com/1607836792853383,,,sports and recreation,Rancagua,,Avenida Central 211,no,0.621,https://explore.overturemaps.org/#24c01448-f487-46aa-a1ea-93ddc30658ae
Comercial Tito's,78.202.446-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56948752065,miguel.ramirezgalaz97@gmail.com,,https://www.facebook.com/271526283601045,,,professional service,Rancagua,,Calle Claudio Matte 428,no,0.726,https://explore.overturemaps.org/#0619b087-5c08-4a19-9e00-dce15dbb94a9
Be Ok Salud,77.341.839-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56956755142,be.ok.salud@gmail.com,,https://www.facebook.com/112240946974953,,,health care,Rancagua,,Avenida Einstein 512,no,0.569,https://explore.overturemaps.org/#6c72ad6d-ba84-4330-a7df-27cc1a7d4c46
The SPOT,78.080.741-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56959224958,thespotch@gmail.com,,https://www.facebook.com/476363818903681,,,clothing store,Rancagua,,Pasaje 1 603,no,0.325,https://explore.overturemaps.org/#43c80775-0590-4eea-95fc-fe8af802ba26
Rehabilita Vida - Neurorrehabilitación,78.378.389-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56997722519,fernandobarriostoledo@gmail.com,,https://www.facebook.com/106818950909084,,,social or community service,Rancagua,,Calle El Cardal 1035,no,0.721,https://explore.overturemaps.org/#8b0d71d0-e3a5-4a69-b81f-2d6acf6123f1
Gear Electronic,77.546.051-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56957656377,gearelectronic1@gmail.com,,https://www.facebook.com/107880023965446,,,,Rancagua,,Pasaje 4 272,no,0.898,https://explore.overturemaps.org/#0d7025a5-b324-45e6-9594-be5be93ba33e
Paranoid Burger,77.886.551-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944402052,adonososuazola@gmail.com,,https://www.facebook.com/320123857841798,,,soup restaurant,Rancagua,,Avenida Membrillar 255,no,0.181,https://explore.overturemaps.org/#f7354d03-85d6-4e63-9a35-01923d23bb6a
Liquidadora Regional spa,77.785.028-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56998667693,liquidadora.r@gmail.com,,https://www.facebook.com/227509133775544,,,laundromat,Rancagua,,Calle Gabriela Mistral 644,no,0.536,https://explore.overturemaps.org/#b9f74c7f-83a6-4aed-aaea-7d39702e4a2c
Clinica Veterinaria El Tenis,77.427.313-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56989998952,veterinaria.el.tenis@gmail.com,,https://www.facebook.com/109401238377882,,,veterinarian,Rancagua,,Calle Las Lilas 662,no,0.95,https://explore.overturemaps.org/#995df8eb-6bc5-4db3-ab96-4ef6d8722a53
Clínica Las Magnolias,78.097.131-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56948131429,clinicalasmagnolias@gmail.com,,https://www.facebook.com/739047272620690,,,obstetrics and gynecology,Rancagua,,Calle Embalse Carén 1281,no,0.6,https://explore.overturemaps.org/#3b0de55d-8f01-4040-ac01-ec4e77cdf04e
Rosmar-Car,77.850.406-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56941264097,autorespuestosrosmarcar18@gmail.com,,https://www.facebook.com/125476293971996,,,automotive repair,Rancagua,,Calle Abanderado José Ignacio Ibieta 554,no,0.63,https://explore.overturemaps.org/#eb8686a5-31d8-4f10-a118-c1eda24754d2
