nombre_empresa,rubro,rut,confianza_rut,canal_contacto,telefono,email,instagram,facebook,tiktok,whatsapp,direccion,comuna,region,lat,lon,tiene_sitio_web,fuente
Oficina de Gestión Territorial,government,,,red social,,,https://instagram.com/ofmunicipalcaren,https://www.facebook.com/territorial.caren,,,Enrique Mac Iver,Carén,,-30.851242,-70.7701726,no,https://www.openstreetmap.org/node/13514601736
D’Lastra,beverages,,,telefono,+56 979 511 569,,https://instagram.com/botilleriadlastra,,,,Avenida Presidente Frei 1650,,,-37.7948658,-73.3909168,no,https://www.openstreetmap.org/node/13515617302
Dragón Chino,restaurant,,,telefono,+56 928 288 888,,https://instagram.com/dragonchino__,,,,San Martín 848,,,-36.8276742,-73.0467537,no,https://www.openstreetmap.org/node/13517135301
Ecomuebles Rodríguez,furniture,,,telefono,+56 940 595 148,,https://instagram.com/ecomueblesrodriguezspa,,,,Maipú 850,Concepción,,-36.8235549,-73.0492128,no,https://www.openstreetmap.org/node/13517190601
Muebles Centro Hogar,furniture,,,telefono,+56 412 226 010,mueblescentrohogarltda@gmail.com,https://instagram.com/ventas_mueblescentrohogar,https://facebook.com/centrohogarltda,,,Maipú 855,,,-36.8233788,-73.0492834,no,https://www.openstreetmap.org/node/13517193401
Pinamarket,convenience,,,red social,,,https://instagram.com/botilleriapinamarket,,,,Pedro de Valdivia 296,La Serena,,-29.8772111,-71.2509547,no,https://www.openstreetmap.org/node/13518425137
Falcon - Peluquería - Barbería,hairdresser,,,telefono,+56 9 3224 5236,,https://instagram.com/falconpeluqueria,,,,Sargento Aldea 935,,,-45.4042862,-72.6947653,no,https://www.openstreetmap.org/node/13519909001
Panadería Méliès,pastry,,,red social,,,https://www.instagram.com/panaderia.melies,,,,Avenida Peñablanca 120,Algarrobo,,-33.3657964,-71.6735081,no,https://www.openstreetmap.org/node/13522916584
Farmacias Farmavital,pharmacy,,,telefono,+56 9 4415 7176,farmacia.farmavital2@gmail.com,https://www.instagram.com/farmavital.cl?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://www.facebook.com/p/Farmavital-61584617759134,,,Gregorio Cordovez 672,,,-29.9026442,-71.2472699,no,https://www.openstreetmap.org/node/13527511396
Óptica Cienfuegos,optician,,,telefono,+56 9 6843 7777,,https://instagram.com/opticascienfuegos,https://www.facebook.com/profile.php?id=100063679563291,,,Gregorio Cordovez 672,,,-29.9026921,-71.2472763,no,https://www.openstreetmap.org/node/13527511397
Zona Smart,mobile phone accessories,,,red social,,,https://www.instagram.com/zona.smart.161,,,,Gregorio Cordovez 672,,,-29.9027416,-71.247283,no,https://www.openstreetmap.org/node/13527511398
Bosque Mágico Hostel,,,,telefono,+56 991521166,,https://instagram.com/bosquemagicohostel,,,,Esmeralda 474,,,-43.9756458,-72.4082306,no,https://www.openstreetmap.org/node/13531601343
Revivestyle Coyhaique,clothes,,,telefono,+56 961563487;+56 993412045,,https://instagram.com/coyhaiquerevivestyle,https://facebook.com/profile.php?id=100004648455791&ref=NONE_ig_profile_ac,,,12 de Octubre 268,,,-45.5715696,-72.0721652,no,https://www.openstreetmap.org/node/13543054721
Naturalia,cafe,,,telefono,+56 979679529,cafeteria.teteria.naturalia@gmail.com,https://instagram.com/naturalia.cafeteria,https://facebook.com/Naturalia.teteria.heladeria,,,,,,-46.8449938,-72.7065378,no,https://www.openstreetmap.org/node/13544354440
Bazar Tomasito,convenience,,,red social,,,https://instagram.com/bazar_tomasito,,,,Los Pomelos 751,,,-34.3945888,-71.1641117,no,https://www.openstreetmap.org/node/13551202101
A la Hullincana,cafe,,,red social,,,https://instagram.com/ALaHullincana,https://facebook.com/ALaHullincana,,,Centenario 156,,,-42.6224837,-73.7722141,no,https://www.openstreetmap.org/node/13565520501
Solvet,veterinary,,,telefono,+56 412 121 326,,https://instagram.com/solvetveterinaria,,,,Orompello 480,,,-36.824365,-73.0445189,no,https://www.openstreetmap.org/node/13578128801
Lou,cafe,,,red social,,,https://instagram.com/loucafe___,,,,Orompello 470,,,-36.8245031,-73.0444231,no,https://www.openstreetmap.org/node/13578129001
Elemental,cafe,,,red social,,,https://instagram.com/Cafe_elemental,,,,Pedro Aguirre Cerda 367 E,,,-38.8532844,-71.6932852,no,https://www.openstreetmap.org/node/13580761101
Monasterio CocinaBar,restaurant,,,red social,,,https://instagram.com/monasteriococinabar,,,,Cochrane 1384,,,-36.8259818,-73.0394484,no,https://www.openstreetmap.org/node/13583567902
Vía Salud,pharmacy,,,red social,,,https://instagram.com/farmaciaviasalud,,,,Freire 1146,,,-36.8231182,-73.0449338,no,https://www.openstreetmap.org/node/13585290501
La Botica Penquista,pharmacy,,,telefono,+56 974 727 153,,https://instagram.com/laboticapenquista,,,,Maipú 583,Concepción,,-36.8248686,-73.052864,no,https://www.openstreetmap.org/node/13585747701
A&C TattooStudio,tattoo,,,red social,,,https://instagram.com/ac.tatoostudio,,,,Pedro Montt 160,,,-41.4717058,-72.9423448,no,https://www.openstreetmap.org/node/13596306001
Farmacia InnovaFarma,pharmacy,,,red social,,,https://www.instagram.com/innovafarmarecetariomagistral,,,,San Martín 815,Concepción,,-36.8275317,-73.0469813,no,https://www.openstreetmap.org/node/13596653016
Farmacia Lincoyán,pharmacy,,,red social,,,https://www.instagram.com/farmacialincoyan,,,,Lincoyán 530,Concepción,,-36.8275686,-73.0537371,no,https://www.openstreetmap.org/node/13596698995
Bandera 1001,arts centre,,,correo,,contacto@bandera1001.cl,https://instagram.com/bandera1001.cl,,,,Bandera 1001,,,-36.8142321,-73.0526263,no,https://www.openstreetmap.org/node/13597017101
Mundo Digital Platinum,mobile phone accessories,,,red social,,,https://instagram.com/mundodigitalplatinumspa,,,,Avenida Viña del Mar 2960,La Serena,,-29.8720261,-71.2374277,no,https://www.openstreetmap.org/node/13608616100
Regala Belleza Natural,garden centre,,,red social,,,https://www.instagram.com/regala_belleza_natural,,,,,,,-29.9019253,-71.2497072,no,https://www.openstreetmap.org/node/13610530006
La Negra y Cacao,cafe,,,red social,,,https://instagram.com/cafeteria_la_negra_y_cacao,,,,,,,-41.1380319,-72.4018411,no,https://www.openstreetmap.org/node/13610753142
Melipulli,cafe,,,red social,,,https://instagram.com/cafemelipulli40,,,,,,,-41.4778984,-72.951712,no,https://www.openstreetmap.org/node/13610777247
Garage 12,car repair,,,telefono,2 2996 7157,,https://instagram.com/garage12.limache,,,,12 de Febrero 118,Limache,,-33.0065761,-71.262694,no,https://www.openstreetmap.org/node/13626796744
Carnicería El Ñoño,butcher,,,telefono,332513483,,https://instagram.com/carnicerialimache,https://facebook.com/Carniceria,,+56 968081267,12 de Febrero 237,Limache,,-33.0088128,-71.2634082,no,https://www.openstreetmap.org/node/13626796764
Camping La Izuelina,,,,telefono,+56971401731,laizuelina@gmail.com,https://instagram.com/cámping,,,,El Trébol 9,,,-33.573542,-70.7795032,no,https://www.openstreetmap.org/node/13635203101
Cerrafer,key cutter,,,telefono,+56 995 768 457,,https://instagram.com/cerraferconcepcion,,,,Colo Colo 748,Concepción,,-36.8233092,-73.050128,no,https://www.openstreetmap.org/node/13639760903
Oceano surf&cafe,fast food,,,telefono,+56 9 8639 2033,,https://www.instagram.com/oceano_surfcafe,,,,Avenida Ingeniero Raúl Pey Casado,Arica,,-18.4512053,-70.3021958,no,https://www.openstreetmap.org/node/13641016118
Cris&Becker,veterinary,,,telefono,+56 413 834 444,,https://instagram.com/crisybecker,,,,Freire 1064,,,-36.8234854,-73.0457655,no,https://www.openstreetmap.org/node/13641650901
Farmacia Freire,pharmacy,,,red social,,,https://www.instagram.com/farmacia_freireccp,,,,Freire 1032,Concepción,,-36.8236529,-73.0463385,no,https://www.openstreetmap.org/node/13641651001
Cromolux Muebles,furniture,,,red social,,,https://instagram.com/cromolux_muebles,,,,Maipú 799,Concepción,,-36.8237101,-73.0501467,no,https://www.openstreetmap.org/node/13643659601
Distribuidora Veloso,houseware,,,telefono,+56 944 144 630,,https://instagram.com/importadora_veloso,,,,Maipú 785,Concepción,,-36.8237505,-73.0501761,no,https://www.openstreetmap.org/node/13643659603
Travesuras,pet,,,telefono,+56 973 437 581,,https://instagram.com/travesuraspetsshop,,,,Colo Colo 729,Concepción,,-36.8235225,-73.0502197,no,https://www.openstreetmap.org/node/13643659606
Vive Vinilo,music,,,red social,,,https://instagram.com/the_groove_vinilos,,,,,,,-39.2826844,-72.2258005,no,https://www.openstreetmap.org/node/13665690152
Distrito 24,clothes,,,red social,,,https://instagram.com/distrito24.cl,,,,O'Higgins 1154,,,-36.8251071,-73.0435882,no,https://www.openstreetmap.org/node/13669656101
Galería Alternativa Plan B,arts centre,,,red social,,,https://instagram.com/galternativaplanb,,,,Orompello 658,Concepción,,-36.8226042,-73.0457123,no,https://www.openstreetmap.org/node/13704750331
El Kincho de Adry,fast food,,,red social,,,https://www.instagram.com/el_kincho_deadry,,,,Juan José Latorre 460,La Serena,,-29.8807292,-71.2527132,no,https://www.openstreetmap.org/node/13717597066
Sushinito,restaurant,,,telefono,+56959905671,,https://www.instagram.com/sushinito_delivery,,,,Avenida Los Libertadores 1476,La Serena,,-29.8881991,-71.2419335,no,https://www.openstreetmap.org/node/13738878177
Supermercado Las Cariñosas I,convenience,,,red social,,,https://instagram.com/supermercadolascarinosas,,,,Avenida Las Golondrinas 720,,,-36.7805464,-73.0948191,no,https://www.openstreetmap.org/node/13747292301
Patagonia Black Lamb,bakery,,,red social,,,https://instagram.com/BLACKLAMB_PATAGONIA,,,,Magallanes 570,,,-51.7309899,-72.5075987,no,https://www.openstreetmap.org/node/13751185001
Pollos.com,fast food,,,telefono,+56 982 951 529,,https://instagram.com/pollos.com_ccp,,,,Rengo 1412,,,-36.8177562,-73.0583557,no,https://www.openstreetmap.org/node/13755709401
"La Marca - Cabalgatas, Horseback Riding",travel agency,,,telefono,+56 9 9871 2326,,https://instagram.com/cabalgatas_la_marca,,,,Domingo Atienza 560,,,-22.9146993,-68.203744,no,https://www.openstreetmap.org/node/13755709402
La Rústica Pizzería Artesanal,restaurant,,,telefono,+56999455216,,https://instagram.com/larustica.pizzaypastas,,,,Avenida Irarrázaval 3661,,,-33.4554046,-70.5925921,no,https://www.openstreetmap.org/node/13759798601
Almuerzos Génova,restaurant,,,red social,,,https://instagram.com/almuerzosgenova.ccp,,,,Maipú 867,Concepción,,-36.8233076,-73.0490911,no,https://www.openstreetmap.org/node/13784016306
Happy Days Waffles,cafe,,,red social,,,https://instagram.com/happydays_waffles,,,,O'Higgins 1102,,,-36.8253086,-73.0440603,no,https://www.openstreetmap.org/node/13788500101
La Cueva de Tango,party,,,telefono,+56 413 337 926,consultaslacuevadetango@hotmail.com,https://instagram.com/lacuevadetango_oficial,https://facebook.com/LaCuevaDeTangoOficial,,,Maipú 530,Concepción,,-36.8252628,-73.0531988,no,https://www.openstreetmap.org/node/13792598490
Clínica Tu Salud,clinic,,,telefono,+56 931 090 520;+56 989 153 806,,https://instagram.com/clinicatusalud_canete,,,,Segundo de Línea 820,,,-37.8000306,-73.3970801,no,https://www.openstreetmap.org/node/13831015901
Vdb Café,cafe,,,red social,,,https://instagram.com/vdbgocoffee,,,,Barros Arana 1098,,,-36.8244391,-73.0450204,no,https://www.openstreetmap.org/node/13832499002
Qué Chimba,nightclub,,,telefono,+56 956 810 985,,https://instagram.com/quechimba_ccp,,,,Aníbal Pinto 1570,,,-36.815171,-73.0567909,no,https://www.openstreetmap.org/node/13840772901
Foret,nightclub,,,red social,,,https://instagram.com/foretclub,,,,Brasil 847,,,-36.8129793,-73.0559223,no,https://www.openstreetmap.org/node/13840990301
Bajo Cero,beverages,,,red social,,,https://instagram.com/bajo.cerobotilleriacanete,,,,Avenida Presidente Frei 59,,,-37.7967496,-73.3933918,no,https://www.openstreetmap.org/node/13854262301
Botillería Al Paso,beverages,,,red social,,,https://instagram.com/boti_alpaso2.5,,,,Alonso de Ercilla 736,,,-37.7950507,-73.3904242,no,https://www.openstreetmap.org/node/13854269201
Hinomoto,motorcycle,,,red social,,,https://instagram.com/hinomoto.ccp,,,,Maipú 969,Concepción,,-36.8227901,-73.0479044,no,https://www.openstreetmap.org/node/13854518715
Total Store,doityourself,,,red social,,,https://instagram.com/totalstoreconcepcion,,,,Avenida Manuel Rodríguez 663,,,-36.8170408,-73.0564371,no,https://www.openstreetmap.org/node/13854743601
FastColor,car repair,,,telefono,+56 957 472 833,,https://instagram.com/fast_color_,,,,Avenida Vicuña Mackenna 983,,,-36.8138081,-73.0534939,no,https://www.openstreetmap.org/node/13891984001
Farmacia Ema,pharmacy,,,red social,,,https://instagram.com/farmaciaema,,,,Rengo 1014,,,-36.8219808,-73.0556601,no,https://www.openstreetmap.org/node/13894947302
Boulder Factory,,,,telefono,+56 9 8137 0544,,https://instagram.com/boulder.factory,,,,Los Herreros 8535,,,-33.4570911,-70.5443914,no,https://www.openstreetmap.org/node/13895455801
Donde la Tina,fast food,,,telefono,+56989470238,,https://instagram.com/dondelatina_,,,,Avenida Michaihue 850,,,-36.844362,-73.1414693,no,https://www.openstreetmap.org/node/13910998202
Booba Barber,hairdresser,,,red social,,,https://instagram.com/booba_barber,,,,Alberto Solari Magnasco 1400,La Serena,,-29.9121001,-71.2568672,no,https://www.openstreetmap.org/node/13913210229
Gla,clothes,,,correo,,contacto@distritoglaoficial.cl,https://instagram.com/distritogla_laserena,https://www.facebook.com/profile.php?id=100063616506432,,,Alberto Solari Magnasco 1400,La Serena,,-29.9120872,-71.2569725,no,https://www.openstreetmap.org/node/13913210230
Congelados Kamissy,frozen food,,,telefono,+56 968 719 761,claurossm@hotmail.com,https://instagram.com/congelados_kamissy,https://www.facebook.com/profile.php?id=100063709465683,,,Lincoyán 540,Concepción,,-36.8274748,-73.0537976,no,https://www.openstreetmap.org/node/13915570908
Nails Chic,beauty,,,red social,,,https://instagram.com/nailschic_spa,,,,Alberto Solari Magnasco 1400,La Serena,,-29.9120767,-71.2570375,no,https://www.openstreetmap.org/node/13923189341
Smart Zen,mobile phone accessories,,,red social,,,https://instagram.com/smartzen.laserena,https://www.facebook.com/profile.php?id=61573385693226,,,Alberto Solari Magnasco 1400,La Serena,,-29.912064,-71.2571531,no,https://www.openstreetmap.org/node/13923189342
Sabores del Sur,restaurant,,,red social,,,https://instagram.com/sabores_del_sur_canete,,,,Saavedra 632,,,-37.8011282,-73.3998115,no,https://www.openstreetmap.org/node/13966292501
Armería Panto,outdoor,,,telefono,+56 957 357 065,armeriapantocanete@icloud.com,https://instagram.com/armeriapanto,,,,Covadonga 290,,,-37.8016103,-73.3990789,no,https://www.openstreetmap.org/node/13966429501
La Barra de La Serena,restaurant,,,red social,,,https://www.instagram.com/labarra_ls,,,,Benavente 666,La Serena,,-29.9049186,-71.2459423,no,https://www.openstreetmap.org/node/14023050852
Dulce Bosque,cafe,,,telefono,+56984386313,,https://instagram.com/dulcebosquetemuco,,,,Porvenir 790,Temuco,,-38.7352756,-72.6195085,no,https://www.openstreetmap.org/node/14023179357
Iglesia Bautista Coronel,place of worship,,,telefono,+56 9 5354 9858,,https://www.instagram.com/iglesiabautistacoronel,https://www.facebook.com/p/Iglesia-Bautista-Coronel-100068536925259,,,Los Molineros 550,Coronel,,-36.9921368,-73.1642481,no,https://www.openstreetmap.org/node/14047754504
Escuela Víctor Domingo Silva,school,,,telefono,+56 41 271 1777,esc.victordgosilva@demcoronel.cl,https://instagram.com/escuela_vds,https://facebook.com/escuelavictordomingosilva,,,Buen Retiro 820,Coronel,,-37.0110759,-73.1532953,no,https://www.openstreetmap.org/way/101763600
Casa del Arte José Clemente Orozco,,,,correo,,pinacoteca@udec.cl,https://instagram.com/pinacoteca_udec,https://facebook.com/PinacotecaUdeC1,,,Avenida Chacabuco S/N,Concepción,,-36.8274713,-73.0392983,no,https://www.openstreetmap.org/way/105821369
Escuela Javiera Carrera,school,,,telefono,+56 44 368 9690,,https://instagram.com/escjavieracarrera,https://facebook.com/javiera.carrera.906,,,3 Oriente 696,Coronel,,-37.0153013,-73.1533094,no,https://www.openstreetmap.org/way/108643720
Escuela Básica Las Higueras,school,,,correo,,las.higueras@daemtalcahuano.cl,https://instagram.com/escuelalashigueras,,,,Héctor Brañas 505,Talcahuano,,-36.7423282,-73.1029253,no,https://www.openstreetmap.org/way/113509769
Centro Educacional Evangélico,school,,,telefono,+56412410350,,https://instagram.com/cedehp.oficial,https://facebook.com/cedehp,,,Avenida Las Golondrinas 1109,Hualpén,,-36.7800655,-73.0999867,no,https://www.openstreetmap.org/way/113727703
Estadio Municipal Alcaldesa Ester Roa Rebolledo,,,,red social,,,https://instagram.com/estadioesterroa_y_recintos,,,,Avenida Ignacio Collao 481,Concepción,,-36.8149436,-73.0237681,no,https://www.openstreetmap.org/way/114470338
Escuela Darío Salas,school,,,telefono,+56 41 339 5741;+56 41 339 5844,ravendano@daemspp.cl,https://instagram.com/escueladariosalas,,,,Los Acacios 39,San Pedro de la Paz,,-36.8408564,-73.1032367,no,https://www.openstreetmap.org/way/115326880
Biblioteca y Pinacoteca Municipal de Osorno,library,,,red social,,,https://instagram.com/pinacotecaosorno,,,,Avenida Portales 901,Osorno,Región de Los Lagos,-40.5771542,-73.1391786,no,https://www.openstreetmap.org/way/117752081
Escuela Pablo Neruda,school,,,telefono,+56 41 269 2273,contacto@escuelapabloneruda.cl,https://instagram.com/esc.pabloneruda776_oficial,,,,Pasaje 4 100,Curanilahue,,-37.4798682,-73.3351336,no,https://www.openstreetmap.org/way/121140609
Escuela Gabriela Mistral,school,,,telefono,+56 41 269 0368,escuelagamistral@gmail.com,https://instagram.com/gabmistral769,https://facebook.com/Escuela-Gabriela-Mistral-100068841399590,,,Ignacio Serrano 209,Curanilahue,,-37.4861487,-73.3453964,no,https://www.openstreetmap.org/way/121142148
Mia Café,cafe,,,red social,,,https://instagram.com/miacafe.ccp,,,,Cochrane 1133,Concepción,,-36.8269676,-73.0426365,no,https://www.openstreetmap.org/way/126706980
Congelados La Raíz,frozen food,,,red social,,,https://www.instagram.com/congelados_la_raiz,,,,Aníbal Pinto 785,Concepción,,-36.823514,-73.0518757,no,https://www.openstreetmap.org/way/127188216
Colegio A-Lafken,school,,,telefono,+56 41 313 2845;+56 9 9826 3351,direccion@alafken.cl;colegio.alafken@gmail.com,https://instagram.com/colegio_a_lafken,https://facebook.com/ColegioAlafken,,,Cruz 10,Penco,,-36.7431196,-72.9964576,no,https://www.openstreetmap.org/way/130000635
Escuela José Hipólito Salas y Toro,school,,,telefono,+56 44 304 9322,l.salasytoro@educacionpublica.cl,https://instagram.com/colegiojosehipolitosalas,https://facebook.com/ColegioJHSyT,,,Manuel Rodríguez 226,Chiguayante,,-36.9207687,-73.0279857,no,https://www.openstreetmap.org/way/135159507
Escuela Balmaceda Saavedra Laulhere,school,,,red social,,,https://instagram.com/balmaceda_saavedra,,,,Los Andes 377,Chiguayante,,-36.9559127,-73.017952,no,https://www.openstreetmap.org/way/135163344
Restaurant El Puerto,restaurant,,,telefono,+56 42 197 1816,,https://instagram.com/elpuerto_buchupureo,https://facebook.com/elpuertobuchupureo,,,,,,-36.0789393,-72.7937065,no,https://www.openstreetmap.org/way/137050156
Escuela Rubi Nelson Silva Salas,school,,,telefono,+56 41 261 1000,,https://instagram.com/rubinelsonsilvasalas,https://facebook.com/escuela.rubinelsonsilvasalascanete,,,Manuel Rodríguez 150,Cañete,,-37.8038243,-73.4078848,no,https://www.openstreetmap.org/way/161761808
Liceo Enrique Molina Garmendia,school,,,telefono,+56 44 304 9183,l.enriquemolina@educacionpublica.cl,https://instagram.com/liceoemgoficial,,,,Aníbal Pinto 31,Concepción,,-36.8312327,-73.0473533,no,https://www.openstreetmap.org/way/175009414
Boulevard Gascón,mall,,,red social,,,https://instagram.com/boulevardgascon,,,,Barros Arana 815,,,-36.8253803,-73.048631,no,https://www.openstreetmap.org/way/188990394
Escuela Aonikenk,school,,,telefono,+56 67 242 3214,aonikenk@edurioibanez.cl,https://instagram.com/escuelaaonikenk,https://facebook.com/Escuela-Aonikenk-Puerto-Iba%C3%B1ez-100006318913806,,,Luis Risopatrón 181,Río Ibáñez,,-46.2948525,-71.9383472,no,https://www.openstreetmap.org/way/221250568
Parque Carén - Universidad de Chile,,,,red social,,,https://instagram.com/www.instagram.com/parquecaren,,,,,Pudahuel,,-33.4289678,-70.8574683,no,https://www.openstreetmap.org/way/266742014
Centro Comercial Veintiuno de Mayo,mall,,,red social,,,https://instagram.com/centrocomercial21demayo,https://facebook.com/centrocomercial21demayo,,,Avenida 21 de Mayo 3225,Concepción,,-36.8090679,-73.0791421,no,https://www.openstreetmap.org/way/267486746
Edvic,convenience,,,red social,,,https://instagram.com/minimercado_edvic,https://facebook.com/edvic.minimercado.botilleria,,,Avenida Presidente Frei 557,,,-37.7932021,-73.3903465,no,https://www.openstreetmap.org/way/281211472
Farmacia Véjar,pharmacy,,,red social,,,https://instagram.com/farmaciavejar,,,,Avenida Presidente Frei 625,Cañete,,-37.7930358,-73.3902274,no,https://www.openstreetmap.org/way/281211476
Padre Adán,restaurant,,,telefono,+56 971 354 232,,https://instagram.com/padre.adan,,,,Rosas 157,,,-35.3356376,-72.4048901,no,https://www.openstreetmap.org/way/293480825
La Despensa,supermarket,,,red social,,,https://instagram.com/supermercadoladespensa.cl,,,,Bulnes 1099,,,-35.3359643,-72.4056249,no,https://www.openstreetmap.org/way/311279906
Escuela Básica Bélgica,school,,,telefono,+56 44 304 9313;+56 41 236 2248,institucional.escuela@gmail.com,https://instagram.com/escuela_belgica_chiguayante,https://facebook.com/colegiobelgica1945,,,Avenida Los Héroes 360,Chiguayante,,-36.9301422,-73.0282581,no,https://www.openstreetmap.org/way/313834830
Camping Las Cascadas,,,,telefono,+56 9 9619 3184;+56 9 9619 3184,,https://instagram.com/camping.lascascadas,,,,,,,-41.0834511,-72.6362607,no,https://www.openstreetmap.org/way/314804084
Hijos de Pioneros,restaurant,,,red social,,,https://instagram.com/restaurantehijosdepioneros,,,,Teniente Merino 250,,,-47.2527694,-72.5777578,no,https://www.openstreetmap.org/way/318931707
Mate Sur Cochrane,,,,telefono,+56995083500,refugiomatesur@gmail.com,https://instagram.com/matesurcochrane,,,,Río Colonia 400,Cochrane,,-47.254615,-72.5706938,no,https://www.openstreetmap.org/way/318932184
La Italiana,hardware,,,red social,,,https://instagram.com/laitaliana_canete,,,,Villagrán 1080,,,-37.7977704,-73.3973371,no,https://www.openstreetmap.org/way/331305219
Liceo Comercial Presidente Frei Montalva,school,,,telefono,+56 44 367 6836,,https://instagram.com/liceocomercialdelotac47,https://facebook.com/liceocomercial.freimontalva,,,Avenida Playa Blanca 348,Lota,,-37.0730288,-73.1487047,no,https://www.openstreetmap.org/way/331309007
Escuela Buena Esperanza,school,,,telefono,+56 41 269 0011,dalilasalinas@gmail.com,https://instagram.com/escuela.buenaesperanza,https://facebook.com/escuela.buenaesperanza,,,Los Aromos 226,Curanilahue,,-37.4686619,-73.3631198,no,https://www.openstreetmap.org/way/357289931
Rocinante Cleta,bicycle,,,telefono,+56 920 482 752,,https://instagram.com/rocinantecleta,,,,Janequeo 333,Concepcion,,-36.8242731,-73.0402562,no,https://www.openstreetmap.org/way/372503123
Jardín Infantil y Sala Cuna El Arrayán,kindergarten,,,red social,,,https://instagram.com/jardininfantilelarrayan,,,,Circunvalación Monjitas Oriente 3047,La Serena,,-29.8709952,-71.2324397,no,https://www.openstreetmap.org/way/401433193
Escuela Especial de Lenguaje Aliwen,school,,,telefono,+56 51 228 0365,contacto@escuelaaliwen.cl,https://www.instagram.com/escuela_aliwen_ls,https://www.facebook.com/escueladelenguaje.aliwen.laserena,,,Aurora 3091,La Serena,,-29.8687411,-71.2405739,no,https://www.openstreetmap.org/way/401434013
Escuela Rural con Internado Río Blanco,school,,,red social,,,https://instagram.com/escuelaruralrioblanco,https://www.facebook.com/p/Escuela-Municipal-Rural-R%C3%ADo-Blanco-100057169341270,,,Camino Valle Simpson - El Blanco,Coyhaique,,-45.8072353,-71.9221701,no,https://www.openstreetmap.org/way/443463000
Colegio Dagoberto Godoy,school,,,correo,,cbarriganova40@hotmail.com,https://instagram.com/dagobertolagranja,,,,Sargento Aldea 093,La Granja,,-33.5409934,-70.6328678,no,https://www.openstreetmap.org/way/449458573
Escuela Pierre Mendes France,school,,,telefono,+56 41 339 5744,pierremendes@gmail.com,https://instagram.com/escuelapierremendes,,,,Los Escolapios 1751,San Pedro de la Paz,,-36.8411665,-73.1105783,no,https://www.openstreetmap.org/way/469269929
Escuela Adelaida Miguieles Soto,school,,,red social,,,https://instagram.com/esc.adelaida,,,,Balmaceda 180,Coronel,,-37.0302075,-73.1448682,no,https://www.openstreetmap.org/way/469790809
Biblioteca Pública Eduardo de Geyter,library,,,telefono,56 9 8601 2063,,https://instagram.com/bibliomuni34,,,,Avenida Cachapoal 90,,,-34.1757893,-70.7417523,no,https://www.openstreetmap.org/way/475573086
Cautiva,bar,,,red social,,,https://instagram.com/cautivacasabar,,,,Víctor Lamas 1199,Concepción,,-36.8286894,-73.0407551,no,https://www.openstreetmap.org/way/510605376
Cabañas Rogeri,,,,telefono,"+56 988274342, +56 988835501",rogeri3@hotmail.com,https://instagram.com/cabanasrogeri,,,,Teniente Merino 385,,,-47.2529227,-72.5760432,no,https://www.openstreetmap.org/way/533028071
Primer Mall Chino,houseware,,,red social,,,https://instagram.com/primermallccp,https://www.facebook.com/primermallconcepcion,,,Avenida Los Carrera 554,Concepción,,-36.824191,-73.0533123,no,https://www.openstreetmap.org/way/562915875
El Averno,bar,78.406.217-1,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,https://instagram.com/elavernobar,,,,Maipú 1401,Concepción,,-36.8204352,-73.0423112,no,https://www.openstreetmap.org/way/564896187
Claudio & Paula OK,general,,,telefono,+56 977 923 904,impclaudiopaula@gmail.com,https://instagram.com/imp.claudiopaula,https://facebook.com/61581168802581,,,Tucapel 771,,,-36.8220029,-73.0482894,no,https://www.openstreetmap.org/way/565571819
Veterinaria Tribu Animal,veterinary,,,telefono,+56 412 797 232,,https://instagram.com/tribu_animal.ccp,,,,Pedro de Oña 215,Concepción,,-36.8066529,-73.0762768,no,https://www.openstreetmap.org/way/587030841
Cabañas Castores Canadienses,,,,telefono,+56 9 7785 5890,,https://instagram.com/cabanascastorescanadienses,https://facebook.com/1590581697843696,,+56 9 7785 5890,,,,-33.3262797,-71.6425163,no,https://www.openstreetmap.org/way/673441303
Centro Deportivo y Social Lord Cochrane,,,,telefono,+56 940 700 543,carlospaz77@gmail.com,https://instagram.com/lordcochranecds,https://www.facebook.com/p/Lord-Cochrane-CDS-100092373879865,,,O'Higgins 1127,Concepción,,-36.8246567,-73.0439664,no,https://www.openstreetmap.org/way/697503124
Importadora Buen Amigo,houseware,77.674.468-9,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,https://instagram.com/importadorabuenamigo2,,,,Caupolicán 755,Concepción,,-36.8245203,-73.053539,no,https://www.openstreetmap.org/way/702567985
Energym,,,,red social,,,https://www.instagram.com/gimnasioenergymnacimiento/?hl=es-la,,,,Fernando Valenzuela 1183,Nacimiento,,-37.5011024,-72.682651,no,https://www.openstreetmap.org/way/705790416
Camping y Cabañas Puertecillo Norte,,,,telefono,+56 9 7539 0566,,https://instagram.com/puertecillonorte,https://facebook.com/Camping-y-Caba%C3%B1as-Puertecillo-Norte-100063574704356,,,,,,-34.0616478,-71.9401289,no,https://www.openstreetmap.org/way/797750575
Liceo C-41 San Juan Bautista de Hualqui,school,,,telefono,+56 44 304 9109,,https://instagram.com/liceo.sanjuanbautista,https://facebook.com/Liceo-San-Juan-Bautista-de-Hualqui-100064107240744,,,O'Higgins 635,Hualqui,,-36.9731647,-72.9344923,no,https://www.openstreetmap.org/way/813251428
